spotify_id,spotify_uri,album,name,popularity,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
28PqhPAvIHNvXajkIF67KD,spotify:track:28PqhPAvIHNvXajkIF67KD,...And Justice for All (Remastered Deluxe Box Set),"Leper Messiah (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",11,1988-09-07,4,0.368,0.87,2,-10.986,1,0.109,0.348,0.0506,0.752,0.35,149.041,345460,4
4yAMy7hpd6iaC4rJr05jWG,spotify:track:4yAMy7hpd6iaC4rJr05jWG,...And Justice for All (Remastered Deluxe Box Set),"Harvester of Sorrow (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",9,1988-09-07,5,0.479,0.854,5,-10.863,1,0.0547,0.359,0.11,0.658,0.336,106.174,312391,4
5snB8QbNcYt33SRud9rRqB,spotify:track:5snB8QbNcYt33SRud9rRqB,...And Justice for All (Remastered Deluxe Box Set),"Eye of the Beholder (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",10,1988-09-07,6,0.404,0.89,0,-10.73,1,0.0644,0.266,0.00182,0.686,0.314,133.154,366401,4
1UyVDPdABrEtpOhlYzC2G3,spotify:track:1UyVDPdABrEtpOhlYzC2G3,...And Justice for All (Remastered Deluxe Box Set),"Bass Solo (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",10,1988-09-07,7,0.302,0.324,9,-19.352,0,0.0594,0.204,0.818,0.35,0.151,96.355,377951,3
4UHJ9zxx7ijcsBUyYtIyz5,spotify:track:4UHJ9zxx7ijcsBUyYtIyz5,...And Justice for All (Remastered Deluxe Box Set),"Master of Puppets (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",10,1988-09-07,8,0.365,0.917,4,-10.519,0,0.08,0.0987,0.141,0.357,0.356,118.043,448589,4
19SpcKizLoQyQA2hUDLjiB,spotify:track:19SpcKizLoQyQA2hUDLjiB,...And Justice for All (Remastered Deluxe Box Set),"One (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",15,1988-09-07,9,0.429,0.9,0,-11.433,1,0.133,0.0949,0.142,0.899,0.0981,105.797,488648,3
5gtL0vEYAt17hlYYmybCPD,spotify:track:5gtL0vEYAt17hlYYmybCPD,...And Justice for All (Remastered Deluxe Box Set),"Seek & Destroy (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",10,1988-09-07,10,0.306,0.893,5,-9.737,1,0.218,0.11,0.0664,0.372,0.418,162.555,429415,4
2txgX6WmaxDIMCGYKiXwkT,spotify:track:2txgX6WmaxDIMCGYKiXwkT,...And Justice for All (Remastered Deluxe Box Set),"…And Justice for All (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",9,1988-09-07,11,0.361,0.881,4,-9.222,0,0.0773,0.0326,0.419,0.937,0.223,94.509,587389,4
6mvGEiKgOMhvcne5OPgnxm,spotify:track:6mvGEiKgOMhvcne5OPgnxm,...And Justice for All (Remastered Deluxe Box Set),"Encore Jam (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",9,1988-09-07,12,0.377,0.838,0,-10.858,1,0.0825,0.00314,0.75,0.371,0.478,142.778,49438,5
2rpkMLRfT4lfedET8Ju61U,spotify:track:2rpkMLRfT4lfedET8Ju61U,...And Justice for All (Remastered Deluxe Box Set),"Creeping Death (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",10,1988-09-07,13,0.351,0.946,9,-9.339,1,0.0985,0.00235,0.337,0.319,0.186,121.826,414272,4
4WBxUABsLqzgozGib9vm0s,spotify:track:4WBxUABsLqzgozGib9vm0s,...And Justice for All (Remastered Deluxe Box Set),"Fade to Black (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",11,1988-09-07,14,0.383,0.82,11,-8.461,0,0.081,0.0118,0.344,0.336,0.254,118.115,392573,4
2eekACG9TnZlGCg6aHhgyw,spotify:track:2eekACG9TnZlGCg6aHhgyw,...And Justice for All (Remastered Deluxe Box Set),"Guitar Solo (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",10,1988-09-07,15,0.243,0.746,2,-11.762,0,0.158,0.517,0.924,0.625,0.357,143.356,353181,4
6FLtX7QwJGlxPEGPT5TSDn,spotify:track:6FLtX7QwJGlxPEGPT5TSDn,...And Justice for All (Remastered Deluxe Box Set),"Battery (Live at Long Beach Arena, Long Beach, CA - December 7th, 1988)",10,1988-09-07,16,0.389,0.974,4,-8.633,1,0.0888,0.0107,0.643,0.672,0.116,109.515,284776,4
5xbBhdk7SnrKncLtEGAM4S,spotify:track:5xbBhdk7SnrKncLtEGAM4S,...And Justice for All (Remastered Deluxe Box Set),"Last Caress (Live at UIC Pavilion, Chicago IL - November 17th, 1988)",10,1988-09-07,17,0.406,0.946,0,-8.549,1,0.0519,0.347,2.27e-05,0.688,0.722,105.348,79626,4
2BrsvszX6wJ6A3wlcLRmrP,spotify:track:2BrsvszX6wJ6A3wlcLRmrP,...And Justice for All (Remastered Deluxe Box Set),"Am I Evil? (Live at UIC Pavilion, Chicago IL - November 17th, 1988)",10,1988-09-07,18,0.357,0.97,5,-8.847,1,0.11,0.425,0.169,0.49,0.292,91.227,225052,4
4eScTACL90fG3EcPryIFNV,spotify:track:4eScTACL90fG3EcPryIFNV,...And Justice for All (Remastered Deluxe Box Set),"Whiplash (Live at UIC Pavilion, Chicago IL - November 17th, 1988)",10,1988-09-07,19,0.199,0.988,0,-8.761,1,0.157,0.176,0.0427,0.69,0.0529,195.25,232184,4
1odk70HBNbdk4wU0Ja9JR7,spotify:track:1odk70HBNbdk4wU0Ja9JR7,…And Justice for All (Remastered),Blackened,50,1988-08-25,1,0.437,0.852,4,-7.347,0,0.118,5.41e-05,0.00751,0.131,0.499,129.257,402144,4
4a47TNOfJ9vbpbmU31wpgT,spotify:track:4a47TNOfJ9vbpbmU31wpgT,…And Justice for All (Remastered),...And Justice for All,49,1988-08-25,2,0.383,0.792,4,-7.34,0,0.182,7.22e-05,0.15,0.054,0.421,173.655,585507,4
4oNXsQxJS726q1CALwlIzc,spotify:track:4oNXsQxJS726q1CALwlIzc,…And Justice for All (Remastered),Eye of the Beholder,46,1988-08-25,3,0.644,0.837,11,-8.181,0,0.0451,0.00324,0.00726,0.0828,0.58,122.199,385987,4
02xhLoVqpGmOqvolgrwM8w,spotify:track:02xhLoVqpGmOqvolgrwM8w,…And Justice for All (Remastered),One,50,1988-08-25,4,0.439,0.691,7,-9.158,1,0.0608,0.000666,0.0777,0.423,0.433,103.281,446146,3
4hvo7eCLfhs7dFr0mpk3zi,spotify:track:4hvo7eCLfhs7dFr0mpk3zi,…And Justice for All (Remastered),The Shortest Straw,46,1988-08-25,5,0.433,0.906,9,-7.959,1,0.113,8.83e-05,0.0437,0.154,0.596,142.126,395102,4
6qgYe6noMKsElSoPg9yS91,spotify:track:6qgYe6noMKsElSoPg9yS91,…And Justice for All (Remastered),Harvester of Sorrow,46,1988-08-25,6,0.656,0.864,4,-7.895,0,0.0408,0.0002,0.0966,0.248,0.627,93.202,345284,4
4p4VJmajEO6rh8yVibTRCS,spotify:track:4p4VJmajEO6rh8yVibTRCS,…And Justice for All (Remastered),The Frayed Ends of Sanity,44,1988-08-25,7,0.445,0.908,4,-7.292,0,0.0509,5.14e-05,0.049,0.119,0.683,94.47,463159,4
0MNwV4sXm2AljohIXBRgpj,spotify:track:0MNwV4sXm2AljohIXBRgpj,…And Justice for All (Remastered),To Live is to Die,44,1988-08-25,8,0.432,0.624,7,-8.969,1,0.04,0.000204,0.825,0.0735,0.376,103.483,588382,4
3V3brSzPO4pr4ioNqK61mw,spotify:track:3V3brSzPO4pr4ioNqK61mw,…And Justice for All (Remastered),Dyers Eve,44,1988-08-25,9,0.426,0.947,6,-7.253,0,0.0573,1.93e-05,0.0403,0.0772,0.698,96.983,313045,4
0Tp7uSZK21LZTbZRBNb9ud,spotify:track:0Tp7uSZK21LZTbZRBNb9ud,...And Justice For All,Blackened,61,1988-08-25,1,0.445,0.802,4,-8.965,0,0.123,6.22e-05,0.00202,0.112,0.499,129.037,400613,4
0eXz8pS25MoeUguNPR9VvD,spotify:track:0eXz8pS25MoeUguNPR9VvD,...And Justice For All,...And Justice For All,57,1988-08-25,2,0.547,0.799,9,-7.47,1,0.128,0.000105,0.0955,0.0612,0.409,86.634,586507,4
7p2yIOf8YXJUSmUnG3TAWr,spotify:track:7p2yIOf8YXJUSmUnG3TAWr,...And Justice For All,Eye Of The Beholder,52,1988-08-25,3,0.65,0.798,2,-9.242,1,0.0434,0.00206,0.00306,0.0988,0.584,122.024,390027,4
5IX4TbIR5mMHGE4wiWwKW0,spotify:track:5IX4TbIR5mMHGE4wiWwKW0,...And Justice For All,One,75,1988-08-25,4,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440,3
2Aqz0jTeEsS6DZbQYqHRGh,spotify:track:2Aqz0jTeEsS6DZbQYqHRGh,...And Justice For All,The Shortest Straw,51,1988-08-25,5,0.446,0.885,9,-8.661,1,0.116,7.29e-05,0.0285,0.139,0.601,142.467,395960,4
1V3wAgMB4ESaN4rStlrUNz,spotify:track:1V3wAgMB4ESaN4rStlrUNz,...And Justice For All,Harvester Of Sorrow,58,1988-08-25,6,0.658,0.842,4,-8.851,0,0.0397,0.000207,0.0771,0.316,0.643,93.115,345707,4
5LnIyDJU1d1dDlsbhZq60l,spotify:track:5LnIyDJU1d1dDlsbhZq60l,...And Justice For All,The Frayed Ends Of Sanity,48,1988-08-25,7,0.444,0.872,4,-9.057,0,0.0482,6.81e-05,0.0265,0.13,0.682,94.323,464000,4
6jv5Og00Okb2IMEHuzNTkV,spotify:track:6jv5Og00Okb2IMEHuzNTkV,...And Justice For All,To Live Is To Die,50,1988-08-25,8,0.44,0.604,11,-9.646,0,0.0425,0.000309,0.822,0.103,0.355,104.586,588933,4
2517AuTvR5dMxc7IKG1ThD,spotify:track:2517AuTvR5dMxc7IKG1ThD,...And Justice For All,Dyers Eve,51,1988-08-25,9,0.455,0.936,11,-8.467,0,0.054,2.03e-05,0.0165,0.0821,0.686,96.427,313360,4
3WC0gsMu6HYTolvlsCEFKF,spotify:track:3WC0gsMu6HYTolvlsCEFKF,…And Justice for All (Remastered Deluxe Box Set),Blackened - Remastered,49,1988-08-25,1,0.437,0.852,4,-7.347,0,0.118,5.41e-05,0.00751,0.131,0.499,129.257,402144,4
3LvLKGQVtbeWAxQv6yfSuZ,spotify:track:3LvLKGQVtbeWAxQv6yfSuZ,…And Justice for All (Remastered Deluxe Box Set),...And Justice for All - Remastered,44,1988-08-25,2,0.383,0.792,4,-7.34,0,0.182,7.22e-05,0.15,0.054,0.421,173.655,585507,4
1uIoYWc3ZyWGYcd8WGx86B,spotify:track:1uIoYWc3ZyWGYcd8WGx86B,…And Justice for All (Remastered Deluxe Box Set),Eye of the Beholder - Remastered,40,1988-08-25,3,0.644,0.837,11,-8.181,0,0.0451,0.00324,0.00726,0.0828,0.58,122.199,385987,4
790jZbOfjDsMjeWpxQ0H9T,spotify:track:790jZbOfjDsMjeWpxQ0H9T,…And Justice for All (Remastered Deluxe Box Set),One - Remastered,50,1988-08-25,4,0.439,0.691,7,-9.158,1,0.0608,0.000666,0.0777,0.423,0.433,103.281,446146,3
2kirA5YgKh0jIILpkD7qLC,spotify:track:2kirA5YgKh0jIILpkD7qLC,…And Justice for All (Remastered Deluxe Box Set),The Shortest Straw - Remastered,41,1988-08-25,5,0.433,0.906,9,-7.959,1,0.113,8.83e-05,0.0437,0.154,0.596,142.126,395102,4
37FIs5uVkbAqc6uOM6jW4F,spotify:track:37FIs5uVkbAqc6uOM6jW4F,…And Justice for All (Remastered Deluxe Box Set),Harvester of Sorrow - Remastered,43,1988-08-25,6,0.656,0.864,4,-7.895,0,0.0408,0.0002,0.0966,0.248,0.627,93.202,345284,4
5SCN9jBUP9b1Qq5wCBDPmK,spotify:track:5SCN9jBUP9b1Qq5wCBDPmK,…And Justice for All (Remastered Deluxe Box Set),The Frayed Ends of Sanity - Remastered,39,1988-08-25,7,0.445,0.908,4,-7.292,0,0.0509,5.14e-05,0.049,0.119,0.683,94.47,463159,4
0caC4tvz2m0LLwTwmTqVUc,spotify:track:0caC4tvz2m0LLwTwmTqVUc,…And Justice for All (Remastered Deluxe Box Set),To Live is to Die - Remastered,42,1988-08-25,8,0.432,0.624,7,-8.969,1,0.04,0.000204,0.825,0.0735,0.376,103.483,588382,4
6ID6lKqMlseHotPopDMqQS,spotify:track:6ID6lKqMlseHotPopDMqQS,…And Justice for All (Remastered Deluxe Box Set),Dyers Eve - Remastered,42,1988-08-25,9,0.426,0.947,6,-7.253,0,0.0573,1.93e-05,0.0403,0.0772,0.698,96.983,313045,4
6enQ4HZjwX5VFA40wY7Foo,spotify:track:6enQ4HZjwX5VFA40wY7Foo,…And Justice for All (Remastered Deluxe Box Set),The Ecstasy of Gold - Metallica Show Intro / Live/Seattle '89,0,1988-08-25,1,0.158,0.982,2,-8.59,0,0.0952,0.301,0.0474,0.979,0.0319,79.755,118998,4
4gyvYlBKCIMa0Zt98xGaMO,spotify:track:4gyvYlBKCIMa0Zt98xGaMO,…And Justice for All (Remastered Deluxe Box Set),Blackened - Live / Seattle '89,38,1988-08-25,2,0.257,0.995,6,-5.71,0,0.201,4.51e-06,0.13,0.475,0.0376,134.937,397260,4
3AbQXNHWdYqqnMWtjOtgot,spotify:track:3AbQXNHWdYqqnMWtjOtgot,…And Justice for All (Remastered Deluxe Box Set),For Whom the Bell Tolls - Live / Seattle '89,39,1988-08-25,3,0.29,0.99,6,-5.417,0,0.184,1.73e-05,0.0899,0.632,0.0481,124.993,330467,4
2LiGPcJQSJwwBKLuCxHav3,spotify:track:2LiGPcJQSJwwBKLuCxHav3,…And Justice for All (Remastered Deluxe Box Set),Welcome Home (Sanitarium) - Live / Seattle '89,36,1988-08-25,4,0.257,0.989,9,-5.717,1,0.193,1.98e-05,0.109,0.951,0.0627,115.63,406524,4
4bC3IELx20xTwptr0fXQqa,spotify:track:4bC3IELx20xTwptr0fXQqa,…And Justice for All (Remastered Deluxe Box Set),Harvester of Sorrow - Live / Seattle '89,35,1988-08-25,5,0.327,0.988,11,-5.693,1,0.125,2.96e-05,0.00312,0.818,0.0722,96.147,370584,4
1L8XqsffCHTf0pYZ0Lup1I,spotify:track:1L8XqsffCHTf0pYZ0Lup1I,…And Justice for All (Remastered Deluxe Box Set),The Four Horsemen - Live / Seattle '89,35,1988-08-25,6,0.258,0.993,8,-6.118,0,0.217,5.15e-06,0.421,0.745,0.0418,110.83,360155,4
6kvQnIdeLkIN68tG4fjl0t,spotify:track:6kvQnIdeLkIN68tG4fjl0t,…And Justice for All (Remastered Deluxe Box Set),The Thing That Should Not Be - Live / Seattle '89,33,1988-08-25,7,0.305,0.987,8,-5.711,1,0.104,1.88e-05,0.198,0.986,0.127,116.22,428310,4
3lVR9QepiisFbOJpQ8esIK,spotify:track:3lVR9QepiisFbOJpQ8esIK,…And Justice for All (Remastered Deluxe Box Set),Bass Solo - Live / Seattle '89,30,1988-08-25,8,0.147,0.764,2,-10.531,1,0.0631,0.000126,0.843,0.511,0.212,93.111,450386,4
0yCd5MOL1GMtXPnSVeVrrS,spotify:track:0yCd5MOL1GMtXPnSVeVrrS,…And Justice for All (Remastered Deluxe Box Set),Master of Puppets - Live / Seattle '89,39,1988-08-25,9,0.258,0.989,9,-5.903,1,0.138,5.9e-06,0.196,0.934,0.0773,111.303,530515,4
46GRDe7B3ptpFE7brebD69,spotify:track:46GRDe7B3ptpFE7brebD69,…And Justice for All (Remastered Deluxe Box Set),Fade to Black - Live / Seattle '89,37,1988-08-25,10,0.219,0.977,11,-5.807,0,0.165,0.000133,0.0763,0.987,0.104,105.515,490505,4
2Y0bJihaiMz33V6V9jOflz,spotify:track:2Y0bJihaiMz33V6V9jOflz,…And Justice for All (Remastered Deluxe Box Set),Seek & Destroy - Live / Seattle '89,35,1988-08-25,11,0.247,0.988,9,-6.349,1,0.22,8.64e-05,0.0738,0.983,0.0611,147.688,541535,4
48OkLm4lDDEV2iUeKwPfOR,spotify:track:48OkLm4lDDEV2iUeKwPfOR,…And Justice for All (Remastered Deluxe Box Set),...And Justice for All - Live / Seattle '89,31,1988-08-25,12,0.179,0.983,9,-6.204,1,0.236,6.11e-06,0.544,0.994,0.0406,171.783,660760,4
4qJwMDAnaJQT4cFHAD8S76,spotify:track:4qJwMDAnaJQT4cFHAD8S76,…And Justice for All (Remastered Deluxe Box Set),One - Live / Seattle '89,34,1988-08-25,13,0.261,0.993,11,-5.958,0,0.199,0.000112,0.41,0.993,0.0565,118.292,567610,4
2ZTd4uuhPOnNATRO1OTh1m,spotify:track:2ZTd4uuhPOnNATRO1OTh1m,…And Justice for All (Remastered Deluxe Box Set),Creeping Death - Live / Seattle '89,39,1988-08-25,14,0.263,0.994,11,-5.775,1,0.169,4.34e-06,0.401,0.831,0.0613,115.074,470380,4
4zv4OhtPx9AFggG1XXBnCZ,spotify:track:4zv4OhtPx9AFggG1XXBnCZ,…And Justice for All (Remastered Deluxe Box Set),Guitar Solo - Live / Seattle '89,26,1988-08-25,15,0.092,0.949,9,-6.718,1,0.194,0.11,0.988,0.574,0.0393,87.571,396196,3
6wjQCP7bqnEKAvt6gNvNqH,spotify:track:6wjQCP7bqnEKAvt6gNvNqH,…And Justice for All (Remastered Deluxe Box Set),Battery - Live / Seattle '89,33,1988-08-25,16,0.228,0.994,6,-6.053,0,0.215,2.77e-05,0.248,0.738,0.0317,105.218,377922,4
2eAOtsJqObQ9SEv5BGtw6Z,spotify:track:2eAOtsJqObQ9SEv5BGtw6Z,…And Justice for All (Remastered Deluxe Box Set),Encore Jam - Live / Seattle '89,24,1988-08-25,17,0.327,0.987,8,-5.964,0,0.165,6e-05,0.277,0.988,0.0508,97.851,169193,4
1UzulfpNXQkz6zopSRqWl9,spotify:track:1UzulfpNXQkz6zopSRqWl9,…And Justice for All (Remastered Deluxe Box Set),Last Caress - Live / Seattle '89,29,1988-08-25,18,0.23,0.995,7,-5.835,1,0.133,0.000238,0.433,0.502,0.0464,104.504,114058,4
6q7qp2zIc2aQgRTgS2qijm,spotify:track:6q7qp2zIc2aQgRTgS2qijm,…And Justice for All (Remastered Deluxe Box Set),Am I Evil? - Live / Seattle '89,29,1988-08-25,19,0.347,0.993,11,-5.656,1,0.143,2.63e-05,0.105,0.742,0.0633,83.958,249737,4
0aJw6PBcvoW3BSwAUKOe0n,spotify:track:0aJw6PBcvoW3BSwAUKOe0n,…And Justice for All (Remastered Deluxe Box Set),Whiplash - Live / Seattle '89,32,1988-08-25,20,0.243,0.992,8,-6.014,0,0.245,3.19e-05,0.369,0.997,0.0339,95.779,336602,4
6609tMG2meYmf9gZEDYX08,spotify:track:6609tMG2meYmf9gZEDYX08,…And Justice for All (Remastered Deluxe Box Set),Breadfan - Live / Seattle '89,25,1988-08-25,21,0.295,0.994,6,-6.057,0,0.181,5.23e-05,0.0979,0.966,0.0388,113.691,283565,4
6OkR1wFLtUppjhtQoKCA3A,spotify:track:6OkR1wFLtUppjhtQoKCA3A,…And Justice for All (Remastered Deluxe Box Set),Blackened - 1987 / From James' Riff Tapes,20,1988-08-25,1,0.0973,0.434,6,-14.791,1,0.0344,0.0135,0.891,0.127,0.333,160.419,36013,4
6caDlNuQxWedCm0XoAYtB1,spotify:track:6caDlNuQxWedCm0XoAYtB1,…And Justice for All (Remastered Deluxe Box Set),Blackened - 1987 / From James' Riff Tapes 2,19,1988-08-25,2,0.406,0.752,9,-15.082,1,0.0539,0.516,0.0793,0.96,0.73,89.923,189227,4
51fKSMaymlXszVrHj59iab,spotify:track:51fKSMaymlXszVrHj59iab,…And Justice for All (Remastered Deluxe Box Set),...And Justice for All - 1987 / From James' Riff Tapes,17,1988-08-25,3,0.319,0.474,4,-17.117,1,0.043,0.00555,0.948,0.0615,0.684,86.51,158787,1
21JbbmThw2tF9s1ZZTJq17,spotify:track:21JbbmThw2tF9s1ZZTJq17,…And Justice for All (Remastered Deluxe Box Set),...And Justice for All - 1988 / From James' Riff Tapes,16,1988-08-25,4,0.658,0.149,4,-18.631,0,0.0375,0.906,0.939,0.161,0.968,146.762,43667,4
5cNwLAHLYgFBxKzOFaLU8K,spotify:track:5cNwLAHLYgFBxKzOFaLU8K,…And Justice for All (Remastered Deluxe Box Set),Eye of the Beholder - 1987 / From James' Riff Tapes,16,1988-08-25,5,0.496,0.724,1,-14.741,0,0.0407,0.648,0.958,0.243,0.857,126.976,88520,4
0sAKe4tfEBZaXM594cDSwe,spotify:track:0sAKe4tfEBZaXM594cDSwe,…And Justice for All (Remastered Deluxe Box Set),Eye of the Beholder - 1987 / From James' Riff Tapes 2,15,1988-08-25,6,0.308,0.405,2,-16.726,1,0.0436,0.0104,0.881,0.405,0.884,115.43,37693,4
34aMFWi5G8xVRgQg07VzeP,spotify:track:34aMFWi5G8xVRgQg07VzeP,…And Justice for All (Remastered Deluxe Box Set),One - 1987 / From James' Riff Tapes,19,1988-08-25,7,0.566,0.286,9,-18.823,0,0.0396,0.496,0.759,0.281,0.543,115.367,142627,3
4m7FeSuGT0U0RpCV0ez0nm,spotify:track:4m7FeSuGT0U0RpCV0ez0nm,…And Justice for All (Remastered Deluxe Box Set),The Shortest Straw - 1986 / From James' Riff Tapes,16,1988-08-25,8,0.394,0.654,0,-12.202,1,0.0487,0.000155,0.863,0.285,0.435,128.97,106800,4
1jnYGV9syNSk42tTfqg39a,spotify:track:1jnYGV9syNSk42tTfqg39a,…And Justice for All (Remastered Deluxe Box Set),The Shortest Straw - 1986 / From James' Riff Tapes 2,15,1988-08-25,9,0.33,0.629,1,-18.809,1,0.0822,0.00848,0.952,0.337,0.21,50.384,46827,3
7d5H41uCi6FjNZ0LS9JRZK,spotify:track:7d5H41uCi6FjNZ0LS9JRZK,…And Justice for All (Remastered Deluxe Box Set),Harvester of Sorrow - 1987 / From James' Riff Tapes,15,1988-08-25,10,0.246,0.33,11,-17.127,0,0.0438,0.0115,0.949,0.116,0.503,102.114,69707,4
3n0Vcm8no4tJutAwYDccYw,spotify:track:3n0Vcm8no4tJutAwYDccYw,…And Justice for All (Remastered Deluxe Box Set),The Frayed Ends of Sanity - 1987 / From James' Riff Tapes,15,1988-08-25,11,0.567,0.751,1,-15.757,1,0.0677,6.56e-05,0.564,0.467,0.351,100.848,99787,4
3DhD9BwuWU81pIPD9yxufh,spotify:track:3DhD9BwuWU81pIPD9yxufh,…And Justice for All (Remastered Deluxe Box Set),To Live is to Die - 1986 / From James' Riff Tapes,19,1988-08-25,12,0.575,0.258,8,-16.507,0,0.0443,0.616,0.651,0.151,0.227,127.921,90987,4
2Ak5ORBiv7BPIqPLI6UqO9,spotify:track:2Ak5ORBiv7BPIqPLI6UqO9,…And Justice for All (Remastered Deluxe Box Set),To Live is to Die - 1988 / From James' Riff Tapes,20,1988-08-25,13,0.618,0.158,4,-16.699,0,0.0376,0.925,0.696,0.132,0.309,113.845,57467,3
1VgzSYxAohNsFzlBgq8MmV,spotify:track:1VgzSYxAohNsFzlBgq8MmV,…And Justice for All (Remastered Deluxe Box Set),Dyers Eve - 1986 / From James' Riff Tapes,16,1988-08-25,14,0.214,0.527,0,-18.159,1,0.0826,0.096,0.906,0.401,0.116,186.64,71813,4
6X2hAoQbBCRXLTPtpVINOm,spotify:track:6X2hAoQbBCRXLTPtpVINOm,…And Justice for All (Remastered Deluxe Box Set),Dyers Eve - 1987 / From James' Riff Tapes,18,1988-08-25,15,0.273,0.852,11,-12.468,0,0.132,2.7e-05,0.849,0.405,0.452,99.768,365147,4
6k0oeVSnCtvDp5nZLeo6WO,spotify:track:6k0oeVSnCtvDp5nZLeo6WO,…And Justice for All (Remastered Deluxe Box Set),Blackened - October 1987 / Writing In Progress,16,1988-08-25,16,0.449,0.863,9,-7.685,1,0.0288,0.00189,0.899,0.106,0.736,98.355,203000,4
4Y4SLxinJFh9om6Tbh32aL,spotify:track:4Y4SLxinJFh9om6Tbh32aL,…And Justice for All (Remastered Deluxe Box Set),...And Justice for All - October 1987 / Writing In Progress,14,1988-08-25,17,0.49,0.964,8,-11.627,1,0.0334,0.577,0.98,0.316,0.727,102.992,58693,4
6Glh47DVuFUCJS9oRZHzId,spotify:track:6Glh47DVuFUCJS9oRZHzId,…And Justice for All (Remastered Deluxe Box Set),...And Justice for All - October 1987 / Writing In Progress 2,14,1988-08-25,18,0.52,0.954,8,-10.481,1,0.0447,0.582,0.769,0.185,0.809,173.885,87587,3
3jEtygzBTjRY8Ft6E55b11,spotify:track:3jEtygzBTjRY8Ft6E55b11,…And Justice for All (Remastered Deluxe Box Set),One - October 1987 / Writing In Progress,16,1988-08-25,19,0.422,0.798,11,-9.142,0,0.0432,0.00454,0.678,0.128,0.757,54.92,69613,4
15gL1iJSngWjo8wIPEtckL,spotify:track:15gL1iJSngWjo8wIPEtckL,…And Justice for All (Remastered Deluxe Box Set),The Shortest Straw - October 1987 / Writing In Progress,14,1988-08-25,20,0.4,0.956,0,-9.495,1,0.105,0.00143,0.882,0.171,0.258,147.226,51947,4
1EP0jO6BeFEhe8sRDerNkI,spotify:track:1EP0jO6BeFEhe8sRDerNkI,…And Justice for All (Remastered Deluxe Box Set),...And Justice for All - November 1987 / Writing In Progress,14,1988-08-25,21,0.292,0.817,9,-8.845,1,0.0418,0.000165,0.898,0.125,0.85,182.35,505493,3
1b8ed6ulvKt1aCtjd3avRA,spotify:track:1b8ed6ulvKt1aCtjd3avRA,…And Justice for All (Remastered Deluxe Box Set),The Frayed Ends of Sanity - November 1987 / Writing In Progress,13,1988-08-25,22,0.516,0.803,11,-8.113,0,0.0413,0.000353,0.901,0.22,0.673,96.379,476560,4
2HfApEeWjBG3XiiAuSvWtP,spotify:track:2HfApEeWjBG3XiiAuSvWtP,…And Justice for All (Remastered Deluxe Box Set),One - November 1987 / Writing In Progress,14,1988-08-25,23,0.617,0.534,7,-15.639,1,0.0442,0.113,0.42,0.0664,0.377,97.551,137920,3
1oUs8uPAIhilIPqnhoTSjl,spotify:track:1oUs8uPAIhilIPqnhoTSjl,…And Justice for All (Remastered Deluxe Box Set),Dyers Eve - November 1987 / Writing In Progress,14,1988-08-25,24,0.16,0.948,6,-8.633,0,0.0574,1.26e-05,0.869,0.303,0.842,182.334,342627,4
59CSfhWvnAWQucFusHrmUO,spotify:track:59CSfhWvnAWQucFusHrmUO,…And Justice for All (Remastered Deluxe Box Set),Eye of the Beholder - November 1987 / Writing In Progress,13,1988-08-25,25,0.406,0.867,4,-8.248,0,0.0436,0.000319,0.878,0.309,0.68,121.533,411627,4
2rPNDV3XtsUyYANvbe1BMa,spotify:track:2rPNDV3XtsUyYANvbe1BMa,…And Justice for All (Remastered Deluxe Box Set),To Live is to Die - November 1987 / Writing In Progress,13,1988-08-25,26,0.639,0.557,11,-12.418,0,0.219,0.00683,0.217,0.164,0.685,121.19,55320,4
36kK76uxLoQpH3k0lzIE7P,spotify:track:36kK76uxLoQpH3k0lzIE7P,…And Justice for All (Remastered Deluxe Box Set),The Shortest Straw - December 1987 / Writing In Progress,14,1988-08-25,27,0.292,0.939,6,-10.064,0,0.0404,0.000174,0.882,0.118,0.856,143.385,405907,4
4TPIlwr75ggAbLxLOiPvsL,spotify:track:4TPIlwr75ggAbLxLOiPvsL,…And Justice for All (Remastered Deluxe Box Set),Harvester of Sorrow - December 1987 / Writing In Progress,13,1988-08-25,28,0.493,0.947,6,-7.003,0,0.0481,0.00962,0.915,0.387,0.461,97.477,321720,4
